action_id,account_id,collector_id,action_date,action_type,note_count,worked_flag,load_ts,batch_id,src_file_name
45001,2465,6,2026-01-09,CALL,0,N,2026-01-12 10:00:00,batch_002,workqueue_actions_batch_002.csv
45002,4637,12,2026-01-12,REVIEW,3,N,2026-01-12 10:00:00,batch_002,workqueue_actions_batch_002.csv
45003,1489,17,2026-01-06,CALL,0,N,2026-01-12 10:00:00,batch_002,workqueue_actions_batch_002.csv
45004,2754,11,2026-01-10,NOTE,1,N,2026-01-12 10:00:00,batch_002,workqueue_actions_batch_002.csv
45005,1294,12,2026-01-08,ESCALATE,4,N,2026-01-12 10:00:00,batch_002,workqueue_actions_batch_002.csv
45006,2435,3,2026-01-12,REVIEW,0,N,2026-01-12 10:00:00,batch_002,workqueue_actions_batch_002.csv
45007,3305,5,2026-01-06,NOTE,0,Y,2026-01-12 10:00:00,batch_002,workqueue_actions_batch_002.csv
45008,1271,6,2026-01-07,NOTE,2,Y,2026-01-12 10:00:00,batch_002,workqueue_actions_batch_002.csv
45009,2888,13,2026-01-06,CALL,2,Y,2026-01-12 10:00:00,batch_002,workqueue_actions_batch_002.csv
45010,2760,12,2026-01-08,CALL,1,N,2026-01-12 10:00:00,batch_002,workqueue_actions_batch_002.csv
45011,1203,1,2026-01-08,NOTE,4,N,2026-01-12 10:00:00,batch_002,workqueue_actions_batch_002.csv
45012,2217,3,2026-01-11,ESCALATE,4,Y,2026-01-12 10:00:00,batch_002,workqueue_actions_batch_002.csv
45013,1563,17,2026-01-12,CALL,1,N,2026-01-12 10:00:00,batch_002,workqueue_actions_batch_002.csv
45014,4091,14,2026-01-09,NOTE,2,N,2026-01-12 10:00:00,batch_002,workqueue_actions_batch_002.csv
45015,2331,14,2026-01-11,ESCALATE,0,Y,2026-01-12 10:00:00,batch_002,workqueue_actions_batch_002.csv
45016,4215,15,2026-01-12,NOTE,1,Y,2026-01-12 10:00:00,batch_002,workqueue_actions_batch_002.csv
45017,1867,9,2026-01-06,REVIEW,1,N,2026-01-12 10:00:00,batch_002,workqueue_actions_batch_002.csv
45018,2437,5,2026-01-11,CALL,0,Y,2026-01-12 10:00:00,batch_002,workqueue_actions_batch_002.csv
45019,1773,14,2026-01-10,CALL,4,N,2026-01-12 10:00:00,batch_002,workqueue_actions_batch_002.csv
45020,2357,1,2026-01-06,ESCALATE,4,N,2026-01-12 10:00:00,batch_002,workqueue_actions_batch_002.csv
45021,3401,6,2026-01-07,ESCALATE,0,N,2026-01-12 10:00:00,batch_002,workqueue_actions_batch_002.csv
45022,3376,8,2026-01-10,ESCALATE,3,Y,2026-01-12 10:00:00,batch_002,workqueue_actions_batch_002.csv
45023,3461,13,2026-01-12,CALL,1,N,2026-01-12 10:00:00,batch_002,workqueue_actions_batch_002.csv
45024,4064,19,2026-01-09,NOTE,0,N,2026-01-12 10:00:00,batch_002,workqueue_actions_batch_002.csv
45025,4143,13,2026-01-06,NOTE,1,Y,2026-01-12 10:00:00,batch_002,workqueue_actions_batch_002.csv
45026,4419,5,2026-01-09,ESCALATE,3,N,2026-01-12 10:00:00,batch_002,workqueue_actions_batch_002.csv
45027,3845,14,2026-01-07,REVIEW,4,Y,2026-01-12 10:00:00,batch_002,workqueue_actions_batch_002.csv
45028,1807,13,2026-01-10,CALL,3,N,2026-01-12 10:00:00,batch_002,workqueue_actions_batch_002.csv
45029,5040,1,2026-01-11,REVIEW,4,Y,2026-01-12 10:00:00,batch_002,workqueue_actions_batch_002.csv
45030,3726,4,2026-01-07,REVIEW,3,Y,2026-01-12 10:00:00,batch_002,workqueue_actions_batch_002.csv
